trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1030.avi","oneeighty","sin-oneeighty-4Hz-choir17.wav","Theta",180,"choir","1026.avi","1006.avi","1005.avi","1030.avi",4
2,"1084.avi","oneeighty","sin-oneeighty-4Hz-dar15.wav","Theta",180,"dar","1084.avi","1072.avi","1091.avi","1051.avi",1
3,"1157.avi","zero","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar","1191.avi","1187.avi","1157.avi","1150.avi",3
4,"1136.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep","1136.avi","1132.avi","1115.avi","1109.avi",1
5,"1132.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep","1136.avi","1132.avi","1109.avi","1115.avi",2
6,"1006.avi","zero","sin-zero-4Hz-choir6.wav","Theta",0,"choir","1005.avi","1030.avi","1026.avi","1006.avi",4
7,"1072.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar","1072.avi","1084.avi","1051.avi","1091.avi",1
8,"1051.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar","1051.avi","1072.avi","1084.avi","1091.avi",1
9,"1191.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar","1157.avi","1187.avi","1191.avi","1150.avi",3
10,"1091.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar","1051.avi","1084.avi","1072.avi","1091.avi",4
11,"1109.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep","1132.avi","1136.avi","1109.avi","1115.avi",3
12,"1115.avi","zero","sin-zero-4Hz-ep10.wav","Theta",0,"ep","1132.avi","1109.avi","1115.avi","1136.avi",3
13,"1187.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar","1191.avi","1187.avi","1150.avi","1157.avi",2
14,"1026.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir","1026.avi","1030.avi","1006.avi","1005.avi",1
15,"1005.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir","1026.avi","1030.avi","1005.avi","1006.avi",3
16,"1150.avi","zero","sin-zero-4Hz-guitar9.wav","Theta",0,"guitar","1191.avi","1150.avi","1157.avi","1187.avi",2
