trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1024.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
2,"1049.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
3,"1181.avi","oneeighty","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar"
4,"1075.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic"
5,"1162.avi","zero","sin-zero-4Hz-dar4.wav","Theta",0,"dar"
6,"1148.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar"
7,"1135.avi","oneeighty","sin-oneeighty-4Hz-choir22.wav","Theta",180,"choir"
8,"1174.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
9,"1139.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
10,"1089.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic"
11,"1114.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
12,"1046.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
13,"1103.avi","zero","sin-zero-4Hz-choir10.wav","Theta",0,"choir"
14,"1044.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann"
15,"1054.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
16,"1021.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann"
