trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1067.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep","1080.avi","1088.avi","1069.avi","1067.avi",4
2,"1069.avi","zero","sin-zero-4Hz-ep12.wav","Theta",0,"ep","1069.avi","1088.avi","1080.avi","1067.avi",1
3,"1127.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1106.avi","1144.avi","1100.avi","1127.avi",4
4,"1144.avi","oneeighty","sin-oneeighty-4Hz-synth13.wav","Theta",180,"synth","1106.avi","1100.avi","1127.avi","1144.avi",4
5,"1177.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann","1180.avi","1156.avi","1177.avi","1167.avi",3
6,"1048.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar","1048.avi","1020.avi","1025.avi","1004.avi",1
7,"1020.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar","1048.avi","1025.avi","1020.avi","1004.avi",3
8,"1088.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep","1080.avi","1088.avi","1067.avi","1069.avi",2
9,"1100.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth","1106.avi","1144.avi","1100.avi","1127.avi",3
10,"1025.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar","1004.avi","1048.avi","1020.avi","1025.avi",4
11,"1106.avi","zero","sin-zero-4Hz-synth11.wav","Theta",0,"synth","1144.avi","1100.avi","1106.avi","1127.avi",3
12,"1156.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann","1156.avi","1177.avi","1180.avi","1167.avi",1
13,"1180.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann","1180.avi","1177.avi","1156.avi","1167.avi",1
14,"1080.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep","1080.avi","1069.avi","1067.avi","1088.avi",1
15,"1004.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar","1004.avi","1048.avi","1025.avi","1020.avi",1
16,"1167.avi","zero","sin-zero-4Hz-yann5.wav","Theta",0,"yann","1177.avi","1156.avi","1167.avi","1180.avi",3
