trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1042.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch","1022.avi","1012.avi","1043.avi","1042.avi",4
2,"1166.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic","1166.avi","1175.avi","1160.avi","1189.avi",1
3,"1137.avi","oneeighty","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann","1141.avi","1120.avi","1112.avi","1137.avi",4
4,"1175.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic","1160.avi","1175.avi","1189.avi","1166.avi",2
5,"1022.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch","1012.avi","1043.avi","1042.avi","1022.avi",4
6,"1120.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann","1120.avi","1112.avi","1137.avi","1141.avi",1
7,"1160.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic","1189.avi","1175.avi","1160.avi","1166.avi",3
8,"1012.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch","1012.avi","1043.avi","1022.avi","1042.avi",1
9,"1141.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann","1137.avi","1112.avi","1141.avi","1120.avi",3
10,"1071.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth","1096.avi","1094.avi","1071.avi","1060.avi",3
11,"1112.avi","zero","sin-zero-4Hz-yann1.wav","Theta",0,"yann","1141.avi","1112.avi","1137.avi","1120.avi",2
12,"1043.avi","oneeighty","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch","1042.avi","1012.avi","1043.avi","1022.avi",3
13,"1060.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth","1071.avi","1094.avi","1060.avi","1096.avi",3
14,"1189.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic","1160.avi","1175.avi","1166.avi","1189.avi",4
15,"1096.avi","oneeighty","sin-oneeighty-4Hz-synth22.wav","Theta",180,"synth","1071.avi","1094.avi","1096.avi","1060.avi",3
16,"1094.avi","oneeighty","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth","1071.avi","1060.avi","1094.avi","1096.avi",3
