trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1111.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar"
2,"1028.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic"
3,"1014.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic"
4,"1016.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
5,"1077.avi","oneeighty","sin-oneeighty-4Hz-choir16.wav","Theta",180,"choir"
6,"1170.avi","oneeighty","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch"
7,"1151.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch"
8,"1039.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic"
9,"1179.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
10,"1079.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
11,"1113.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar"
12,"1070.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir"
13,"1143.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar"
14,"1125.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
15,"1152.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch"
16,"1057.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir"
