trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1090.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep","1090.avi","1052.avi","1081.avi","1068.avi",1
2,"1068.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep","1068.avi","1052.avi","1081.avi","1090.avi",1
3,"1031.avi","oneeighty","sin-oneeighty-4Hz-dar22.wav","Theta",180,"dar","1031.avi","1010.avi","1032.avi","1023.avi",1
4,"1119.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar","1138.avi","1119.avi","1131.avi","1107.avi",2
5,"1153.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch","1185.avi","1153.avi","1171.avi","1164.avi",2
6,"1081.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep","1090.avi","1052.avi","1081.avi","1068.avi",3
7,"1171.avi","oneeighty","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch","1171.avi","1185.avi","1164.avi","1153.avi",1
8,"1164.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch","1164.avi","1185.avi","1171.avi","1153.avi",1
9,"1138.avi","oneeighty","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar","1119.avi","1138.avi","1131.avi","1107.avi",2
10,"1131.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar","1131.avi","1138.avi","1119.avi","1107.avi",1
11,"1052.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep","1068.avi","1052.avi","1090.avi","1081.avi",2
12,"1010.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar","1010.avi","1032.avi","1023.avi","1031.avi",1
13,"1107.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar","1119.avi","1138.avi","1131.avi","1107.avi",4
14,"1032.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar","1032.avi","1010.avi","1023.avi","1031.avi",1
15,"1185.avi","oneeighty","sin-oneeighty-4Hz-orch20.wav","Theta",180,"orch","1185.avi","1153.avi","1171.avi","1164.avi",1
16,"1023.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar","1032.avi","1010.avi","1023.avi","1031.avi",3
