trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1076-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann19.wav","Gamma",90,"yann"
2,"1143-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir2.wav","Theta",0,"choir"
3,"1100-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic5.wav","Gamma",180,"acoustic"
4,"1107-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic24.wav","Gamma",270,"acoustic"
5,"1131-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir1.wav","Theta",0,"choir"
6,"1141-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir7.wav","Theta",180,"choir"
7,"1085-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann22.wav","Gamma",90,"yann"
8,"1087-sin-37.5Hz-ninety.avi","zero","sin-zero-yann13.wav","Gamma",0,"yann"
9,"1103-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic12.wav","Gamma",270,"acoustic"
10,"1144-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir9.wav","Theta",180,"choir"
11,"1095-sin-37.5Hz-ninety.avi","zero","sin-zero-yann15.wav","Gamma",0,"yann"
12,"1113-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic17.wav","Gamma",180,"acoustic"
