trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1049-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth11.wav","Gamma",270,"synth"
2,"1027-sin-37.5Hz-ninety.avi","zero","sin-zero-orch15.wav","Gamma",0,"orch"
3,"1065-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth17.wav","Gamma",180,"synth"
4,"1082-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
5,"1093-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann3.wav","Theta",0,"yann"
6,"1035-sin-37.5Hz-ninety.avi","zero","sin-zero-orch14.wav","Gamma",0,"orch"
7,"1042-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch22.wav","Gamma",90,"orch"
8,"1088-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann9.wav","Theta",180,"yann"
9,"1083-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann8.wav","Theta",180,"yann"
10,"1066-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth24.wav","Gamma",270,"synth"
11,"1069-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth5.wav","Gamma",180,"synth"
12,"1034-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch19.wav","Gamma",90,"orch"
