trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1133-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir20.wav","Gamma",90,"choir"
2,"1147-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar18.wav","Gamma",180,"dar"
3,"1148-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar12.wav","Gamma",270,"dar"
4,"1138-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir22.wav","Gamma",90,"choir"
5,"1192-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep9.wav","Theta",180,"ep"
6,"1187-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
7,"1190-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep10.wav","Theta",180,"ep"
8,"1174-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep3.wav","Theta",0,"ep"
9,"1139-sin-37.5Hz-ninety.avi","zero","sin-zero-choir13.wav","Gamma",0,"choir"
10,"1155-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar17.wav","Gamma",180,"dar"
11,"1135-sin-37.5Hz-ninety.avi","zero","sin-zero-choir16.wav","Gamma",0,"choir"
12,"1160-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar24.wav","Gamma",270,"dar"
