trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1008-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar18.wav","Gamma",180,"guitar"
2,"1004-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar23.wav","Gamma",270,"guitar"
3,"1003-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar24.wav","Gamma",270,"guitar"
4,"1036-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
5,"1028-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch9.wav","Theta",180,"orch"
6,"1047-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch3.wav","Theta",0,"orch"
7,"1007-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar17.wav","Gamma",180,"guitar"
8,"1182-sin-37.5Hz-ninety.avi","zero","sin-zero-ep15.wav","Gamma",0,"ep"
9,"1180-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep21.wav","Gamma",90,"ep"
10,"1175-sin-37.5Hz-ninety.avi","zero","sin-zero-ep13.wav","Gamma",0,"ep"
11,"1188-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep22.wav","Gamma",90,"ep"
12,"1039-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch8.wav","Theta",180,"orch"
