trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1113-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep19.wav","Gamma",180,"ep"
2,"1109-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep18.wav","Gamma",270,"ep"
3,"1118-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep20.wav","Gamma",180,"ep"
4,"1080-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar13.wav","Gamma",90,"dar"
5,"1089-sin-37.5Hz-ninety.avi","zero","sin-zero-dar7.wav","Gamma",0,"dar"
6,"1106-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep6.wav","Gamma",270,"ep"
7,"1074-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar14.wav","Gamma",90,"dar"
8,"1136-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar23.wav","Theta",0,"guitar"
9,"1073-sin-37.5Hz-ninety.avi","zero","sin-zero-dar8.wav","Gamma",0,"dar"
10,"1124-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar1.wav","Theta",180,"guitar"
11,"1126-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar4.wav","Theta",180,"guitar"
12,"1127-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar24.wav","Theta",0,"guitar"
