respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
6,5,1,1178.avi,oneeighty,sin-oneeighty-4Hz-acoustic15.wav,180,acoustic,4,2.78504872920712,7661.68098300628
6,5,2,1116.avi,zero,sin-zero-4Hz-yann9.wav,0,yann,1,3.45752989635275,7670.34438848128
6,5,3,1149.avi,zero,sin-zero-4Hz-acoustic9.wav,0,acoustic,4,2.22609446387378,7678.88775272097
6,5,4,1085.avi,oneeighty,sin-oneeighty-4Hz-synth21.wav,180,synth,3,0.671156565877936,7685.69859404503
6,5,5,1144.avi,oneeighty,sin-oneeighty-4Hz-yann14.wav,180,yann,1,4.2626541230029,7691.80290065943
6,5,6,1160.avi,zero,sin-zero-4Hz-acoustic2.wav,0,acoustic,3,1.89809143310777,7701.03940417092
6,5,7,1044.avi,oneeighty,sin-oneeighty-4Hz-orch22.wav,180,orch,3,3.5591906287782,7708.13011279336
6,5,8,1052.avi,zero,sin-zero-4Hz-synth7.wav,0,synth,4,2.22368886963613,7716.67350571061
6,5,9,1006.avi,zero,sin-zero-4Hz-orch7.wav,0,orch,4,3.27175396467192,7724.13735614054
6,5,10,1051.avi,zero,sin-zero-4Hz-synth5.wav,0,synth,4,2.49377772478238,7733.30717920002
6,5,11,1135.avi,oneeighty,sin-oneeighty-4Hz-yann21.wav,180,yann,5,2.77423276214631,7741.73063532864
6,5,12,1098.avi,zero,sin-zero-4Hz-yann7.wav,0,yann,3,5.99852446422028,7750.11412188565
6,5,13,1035.avi,oneeighty,sin-oneeighty-4Hz-orch13.wav,180,orch,2,2.81079332688296,7761.7097441811
6,5,14,1174.avi,oneeighty,sin-oneeighty-4Hz-acoustic22.wav,180,acoustic,5,1.81892175403937,7769.05360861776
6,5,15,1084.avi,oneeighty,sin-oneeighty-4Hz-synth14.wav,180,synth,5,1.81091860252764,7776.75735496326
6,5,16,1024.avi,zero,sin-zero-4Hz-orch10.wav,0,orch,4,2.35489956062975,7783.98129830848
