trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1031-sin-37.5Hz-ninety.avi","zero","sin-zero-dar10.wav","Gamma",0,"dar"
2,"1057-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep6.wav","Gamma",270,"ep"
3,"1083-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar12.wav","Theta",0,"guitar"
4,"1036-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar14.wav","Gamma",90,"dar"
5,"1027-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar16.wav","Gamma",90,"dar"
6,"1044-sin-37.5Hz-ninety.avi","zero","sin-zero-dar9.wav","Gamma",0,"dar"
7,"1081-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar23.wav","Theta",0,"guitar"
8,"1070-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep19.wav","Gamma",180,"ep"
9,"1059-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep5.wav","Gamma",270,"ep"
10,"1050-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep22.wav","Gamma",180,"ep"
11,"1093-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar2.wav","Theta",180,"guitar"
12,"1085-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar4.wav","Theta",180,"guitar"
