trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1148-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann22.wav","Gamma",180,"yann"
2,"1189-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic3.wav","Theta",180,"acoustic"
3,"1170-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
4,"1130-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth14.wav","Gamma",90,"synth"
5,"1137-sin-37.5Hz-ninety.avi","zero","sin-zero-synth9.wav","Gamma",0,"synth"
6,"1175-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic24.wav","Theta",0,"acoustic"
7,"1151-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann17.wav","Gamma",270,"yann"
8,"1158-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann5.wav","Gamma",270,"yann"
9,"1166-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann19.wav","Gamma",180,"yann"
10,"1132-sin-37.5Hz-ninety.avi","zero","sin-zero-synth7.wav","Gamma",0,"synth"
11,"1169-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic4.wav","Theta",180,"acoustic"
12,"1136-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth13.wav","Gamma",90,"synth"
