trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1134-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth4.wav","Theta",180,"synth"
2,"1118-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch20.wav","Gamma",180,"orch"
3,"1075-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar8.wav","Gamma",0,"guitar"
4,"1092-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar15.wav","Gamma",90,"guitar"
5,"1120-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch6.wav","Gamma",270,"orch"
6,"1088-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar9.wav","Gamma",0,"guitar"
7,"1113-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch5.wav","Gamma",270,"orch"
8,"1135-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth23.wav","Theta",0,"synth"
9,"1144-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth1.wav","Theta",180,"synth"
10,"1076-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar14.wav","Gamma",90,"guitar"
11,"1099-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch21.wav","Gamma",180,"orch"
12,"1142-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth11.wav","Theta",0,"synth"
