trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1130-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep10.wav","Theta",180,"ep"
2,"1094-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir19.wav","Gamma",90,"choir"
3,"1085-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir22.wav","Gamma",90,"choir"
4,"1118-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar17.wav","Gamma",180,"dar"
5,"1112-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar23.wav","Gamma",270,"dar"
6,"1126-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep7.wav","Theta",180,"ep"
7,"1119-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar12.wav","Gamma",270,"dar"
8,"1128-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
9,"1099-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar18.wav","Gamma",180,"dar"
10,"1127-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep1.wav","Theta",0,"ep"
11,"1086-sin-37.5Hz-ninety.avi","zero","sin-zero-choir14.wav","Gamma",0,"choir"
12,"1091-sin-37.5Hz-ninety.avi","zero","sin-zero-choir15.wav","Gamma",0,"choir"
