trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1034.avi","oneeighty","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann"
2,"1123.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir"
3,"1177.avi","oneeighty","sin-oneeighty-4Hz-dar22.wav","Theta",180,"dar"
4,"1080.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic"
5,"1061.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic"
6,"1157.avi","zero","sin-zero-4Hz-dar3.wav","Theta",0,"dar"
7,"1016.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
8,"1043.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
9,"1092.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic"
10,"1135.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
11,"1158.avi","zero","sin-zero-4Hz-dar2.wav","Theta",0,"dar"
12,"1019.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
13,"1115.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir"
14,"1105.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir"
15,"1172.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar"
16,"1070.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
