trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1060.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep"
2,"1182.avi","oneeighty","sin-oneeighty-4Hz-orch20.wav","Theta",180,"orch"
3,"1072.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
4,"1007.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
5,"1153.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
6,"1164.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
7,"1110.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar"
8,"1085.avi","oneeighty","sin-oneeighty-4Hz-ep19.wav","Theta",180,"ep"
9,"1035.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar"
10,"1021.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar"
11,"1093.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
12,"1120.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar"
13,"1125.avi","oneeighty","sin-oneeighty-4Hz-guitar19.wav","Theta",180,"guitar"
14,"1027.avi","oneeighty","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar"
15,"1190.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
16,"1132.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar"
