trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1073-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir19.wav","Gamma",270,"choir"
2,"1100-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar18.wav","Theta",0,"dar"
3,"1094-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir14.wav","Gamma",180,"choir"
4,"1086-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir21.wav","Gamma",270,"choir"
5,"1059-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic3.wav","Gamma",0,"acoustic"
6,"1112-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar"
7,"1084-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir15.wav","Gamma",180,"choir"
8,"1062-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic2.wav","Gamma",0,"acoustic"
9,"1103-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar17.wav","Theta",0,"dar"
10,"1061-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic8.wav","Gamma",90,"acoustic"
11,"1055-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic7.wav","Gamma",90,"acoustic"
12,"1117-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
