trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1113-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar14.wav","Gamma",180,"dar"
2,"1116-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar22.wav","Gamma",270,"dar"
3,"1083-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir10.wav","Gamma",90,"choir"
4,"1134-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep5.wav","Theta",0,"ep"
5,"1126-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep17.wav","Theta",0,"ep"
6,"1118-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar16.wav","Gamma",180,"dar"
7,"1125-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep12.wav","Theta",180,"ep"
8,"1132-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep11.wav","Theta",180,"ep"
9,"1096-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir8.wav","Gamma",90,"choir"
10,"1080-sin-37.5Hz-ninety.avi","zero","sin-zero-choir1.wav","Gamma",0,"choir"
11,"1089-sin-37.5Hz-ninety.avi","zero","sin-zero-choir3.wav","Gamma",0,"choir"
12,"1099-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar19.wav","Gamma",270,"dar"
