trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1056-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch6.wav","Gamma",270,"orch"
2,"1041-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar10.wav","Gamma",0,"guitar"
3,"1086-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth4.wav","Theta",180,"synth"
4,"1066-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch21.wav","Gamma",180,"orch"
5,"1035-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar16.wav","Gamma",90,"guitar"
6,"1032-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar15.wav","Gamma",90,"guitar"
7,"1083-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth11.wav","Theta",0,"synth"
8,"1050-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch5.wav","Gamma",270,"orch"
9,"1028-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar7.wav","Gamma",0,"guitar"
10,"1095-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth2.wav","Theta",180,"synth"
11,"1091-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth23.wav","Theta",0,"synth"
12,"1060-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch19.wav","Gamma",180,"orch"
