trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1011.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
2,"1147.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar"
3,"1093.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic"
4,"1179.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar"
5,"1176.avi","oneeighty","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar"
6,"1115.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir"
7,"1121.avi","oneeighty","sin-oneeighty-4Hz-choir15.wav","Theta",180,"choir"
8,"1034.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
9,"1007.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
10,"1036.avi","oneeighty","sin-oneeighty-4Hz-yann23.wav","Theta",180,"yann"
11,"1087.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic"
12,"1109.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir"
13,"1050.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
14,"1071.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
15,"1144.avi","oneeighty","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir"
16,"1154.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
