trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1070.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar"
2,"1040.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir"
3,"1012.avi","zero","sin-zero-4Hz-choir10.wav","Theta",0,"choir"
4,"1189.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar"
5,"1053.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar"
6,"1110.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep"
7,"1140.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep"
8,"1180.avi","oneeighty","sin-oneeighty-4Hz-guitar24.wav","Theta",180,"guitar"
9,"1122.avi","oneeighty","sin-oneeighty-4Hz-ep19.wav","Theta",180,"ep"
10,"1076.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar"
11,"1111.avi","zero","sin-zero-4Hz-ep12.wav","Theta",0,"ep"
12,"1037.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
13,"1075.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar"
14,"1165.avi","zero","sin-zero-4Hz-guitar12.wav","Theta",0,"guitar"
15,"1152.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar"
16,"1020.avi","zero","sin-zero-4Hz-choir6.wav","Theta",0,"choir"
