trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1118.avi","zero","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic"
2,"1006.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth"
3,"1135.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic"
4,"1166.avi","zero","sin-zero-4Hz-choir7.wav","Theta",0,"choir"
5,"1090.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann"
6,"1062.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann"
7,"1057.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann"
8,"1173.avi","oneeighty","sin-oneeighty-4Hz-choir23.wav","Theta",180,"choir"
9,"1048.avi","oneeighty","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth"
10,"1099.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic"
11,"1169.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
12,"1096.avi","oneeighty","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann"
13,"1125.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic"
14,"1035.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth"
15,"1160.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir"
16,"1023.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth"
