trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1025.avi","oneeighty","sin-oneeighty-4Hz-ep15.wav","Theta",180,"ep"
2,"1134.avi","oneeighty","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch"
3,"1108.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch"
4,"1010.avi","zero","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
5,"1103.avi","zero","sin-zero-4Hz-orch12.wav","Theta",0,"orch"
6,"1095.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar"
7,"1082.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
8,"1051.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
9,"1009.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
10,"1150.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth"
11,"1065.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar"
12,"1151.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth"
13,"1175.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth"
14,"1044.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep"
15,"1124.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
16,"1171.avi","oneeighty","sin-oneeighty-4Hz-synth13.wav","Theta",180,"synth"
