trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1120.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar"
2,"1156.avi","zero","sin-zero-4Hz-yann1.wav","Theta",0,"yann"
3,"1030.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic"
4,"1079.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
5,"1058.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
6,"1186.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann"
7,"1107.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar"
8,"1126.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar"
9,"1054.avi","zero","sin-zero-4Hz-ep9.wav","Theta",0,"ep"
10,"1158.avi","zero","sin-zero-4Hz-yann9.wav","Theta",0,"yann"
11,"1188.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann"
12,"1042.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
13,"1004.avi","zero","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic"
14,"1137.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar"
15,"1080.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep"
16,"1008.avi","zero","sin-zero-4Hz-acoustic8.wav","Theta",0,"acoustic"
