trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1146.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch"
2,"1106.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar"
3,"1187.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
4,"1185.avi","oneeighty","sin-oneeighty-4Hz-orch20.wav","Theta",180,"orch"
5,"1081.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir"
6,"1026.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic"
7,"1102.avi","zero","sin-zero-4Hz-guitar11.wav","Theta",0,"guitar"
8,"1021.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic"
9,"1049.avi","zero","sin-zero-4Hz-choir2.wav","Theta",0,"choir"
10,"1003.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
11,"1128.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar"
12,"1078.avi","oneeighty","sin-oneeighty-4Hz-choir17.wav","Theta",180,"choir"
13,"1138.avi","oneeighty","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar"
14,"1043.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic"
15,"1153.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch"
16,"1056.avi","zero","sin-zero-4Hz-choir4.wav","Theta",0,"choir"
