trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1075.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar","1076.avi","1075.avi","1070.avi","1053.avi",2
2,"1040.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir","1040.avi","1012.avi","1020.avi","1037.avi",1
3,"1111.avi","zero","sin-zero-4Hz-ep12.wav","Theta",0,"ep","1140.avi","1122.avi","1110.avi","1111.avi",4
4,"1070.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar","1070.avi","1053.avi","1076.avi","1075.avi",1
5,"1122.avi","oneeighty","sin-oneeighty-4Hz-ep19.wav","Theta",180,"ep","1110.avi","1122.avi","1111.avi","1140.avi",2
6,"1012.avi","zero","sin-zero-4Hz-choir10.wav","Theta",0,"choir","1040.avi","1020.avi","1037.avi","1012.avi",4
7,"1152.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar","1165.avi","1152.avi","1180.avi","1189.avi",2
8,"1053.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar","1070.avi","1076.avi","1053.avi","1075.avi",3
9,"1110.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep","1111.avi","1140.avi","1110.avi","1122.avi",3
10,"1189.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar","1152.avi","1180.avi","1165.avi","1189.avi",4
11,"1180.avi","oneeighty","sin-oneeighty-4Hz-guitar24.wav","Theta",180,"guitar","1189.avi","1180.avi","1152.avi","1165.avi",2
12,"1140.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep","1122.avi","1140.avi","1110.avi","1111.avi",2
13,"1165.avi","zero","sin-zero-4Hz-guitar12.wav","Theta",0,"guitar","1165.avi","1180.avi","1152.avi","1189.avi",1
14,"1037.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir","1040.avi","1020.avi","1037.avi","1012.avi",3
15,"1076.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar","1076.avi","1075.avi","1053.avi","1070.avi",1
16,"1020.avi","zero","sin-zero-4Hz-choir6.wav","Theta",0,"choir","1040.avi","1012.avi","1020.avi","1037.avi",3
