trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1155.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic","1155.avi","1161.avi","1183.avi","1174.avi",1
2,"1141.avi","oneeighty","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann","1123.avi","1141.avi","1119.avi","1098.avi",2
3,"1161.avi","zero","sin-zero-4Hz-acoustic5.wav","Theta",0,"acoustic","1183.avi","1155.avi","1174.avi","1161.avi",4
4,"1119.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann","1141.avi","1123.avi","1119.avi","1098.avi",3
5,"1183.avi","oneeighty","sin-oneeighty-4Hz-acoustic24.wav","Theta",180,"acoustic","1161.avi","1183.avi","1174.avi","1155.avi",2
6,"1098.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann","1098.avi","1141.avi","1123.avi","1119.avi",1
7,"1001.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch","1033.avi","1032.avi","1001.avi","1022.avi",3
8,"1059.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth","1083.avi","1067.avi","1059.avi","1086.avi",3
9,"1174.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic","1183.avi","1161.avi","1155.avi","1174.avi",4
10,"1083.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1067.avi","1086.avi","1059.avi","1083.avi",4
11,"1067.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth","1086.avi","1067.avi","1059.avi","1083.avi",2
12,"1022.avi","zero","sin-zero-4Hz-orch6.wav","Theta",0,"orch","1033.avi","1001.avi","1032.avi","1022.avi",4
13,"1032.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch","1022.avi","1001.avi","1032.avi","1033.avi",3
14,"1033.avi","oneeighty","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch","1032.avi","1001.avi","1022.avi","1033.avi",4
15,"1123.avi","oneeighty","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann","1119.avi","1141.avi","1098.avi","1123.avi",4
16,"1086.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth","1067.avi","1083.avi","1086.avi","1059.avi",3
