trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1038.avi","oneeighty","sin-oneeighty-4Hz-dar18.wav","Theta",180,"dar","1017.avi","1041.avi","1038.avi","1015.avi",3
2,"1117.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth","1101.avi","1132.avi","1117.avi","1129.avi",3
3,"1181.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann","1168.avi","1149.avi","1182.avi","1181.avi",4
4,"1149.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann","1181.avi","1168.avi","1149.avi","1182.avi",3
5,"1068.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep","1094.avi","1068.avi","1061.avi","1091.avi",2
6,"1101.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth","1117.avi","1132.avi","1129.avi","1101.avi",4
7,"1129.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth","1129.avi","1101.avi","1117.avi","1132.avi",1
8,"1061.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep","1094.avi","1061.avi","1091.avi","1068.avi",2
9,"1015.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar","1041.avi","1017.avi","1015.avi","1038.avi",3
10,"1182.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann","1182.avi","1181.avi","1168.avi","1149.avi",1
11,"1041.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar","1015.avi","1017.avi","1041.avi","1038.avi",3
12,"1168.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1149.avi","1168.avi","1181.avi","1182.avi",2
13,"1091.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep","1061.avi","1068.avi","1094.avi","1091.avi",4
14,"1017.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar","1038.avi","1015.avi","1041.avi","1017.avi",4
15,"1132.avi","oneeighty","sin-oneeighty-4Hz-synth19.wav","Theta",180,"synth","1117.avi","1129.avi","1101.avi","1132.avi",4
16,"1094.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep","1068.avi","1091.avi","1094.avi","1061.avi",3
