respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,1,1,1018.avi,zero,sin-zero-4Hz-guitar8.wav,0,guitar,3,1.83392364177053,6568.59115246742
1,1,2,1172.avi,oneeighty,sin-oneeighty-4Hz-yann13.wav,180,yann,2,1.09020534764204,6576.17490426921
1,1,3,1093.avi,oneeighty,sin-oneeighty-4Hz-orch22.wav,180,orch,3,0.551043492042481,6583.18561253368
1,1,4,1063.avi,zero,sin-zero-4Hz-orch6.wav,0,orch,1,0.609139441689877,6588.34372282219
1,1,5,1041.avi,oneeighty,sin-oneeighty-4Hz-guitar23.wav,180,guitar,4,0.30774042126086,6594.86109201778
1,1,6,1149.avi,zero,sin-zero-4Hz-yann4.wav,0,yann,4,1.03999154761641,6600.11255646871
1,1,7,1105.avi,zero,sin-zero-4Hz-synth7.wav,0,synth,3,1.57299191740822,6606.36353883191
1,1,8,1086.avi,oneeighty,sin-oneeighty-4Hz-orch24.wav,180,orch,4,1.30879032805751,6613.38763899266
1,1,9,1064.avi,zero,sin-zero-4Hz-orch4.wav,0,orch,1,0.364431463997789,6619.6119483499
1,1,10,1009.avi,zero,sin-zero-4Hz-guitar1.wav,0,guitar,2,0.249117103247954,6625.22315711623
1,1,11,1133.avi,oneeighty,sin-oneeighty-4Hz-synth15.wav,180,synth,3,0.352765061468745,6631.44747643521
1,1,12,1161.avi,zero,sin-zero-4Hz-yann11.wav,0,yann,1,0.381194050125487,6636.45897228071
1,1,13,1029.avi,oneeighty,sin-oneeighty-4Hz-guitar20.wav,180,guitar,1,0.284990528802155,6643.0431216464
1,1,14,1142.avi,oneeighty,sin-oneeighty-4Hz-synth20.wav,180,synth,4,0.934933248809102,6648.52113654373
1,1,15,1190.avi,oneeighty,sin-oneeighty-4Hz-yann24.wav,180,yann,3,0.273676409547988,6655.79834846461
1,1,16,1098.avi,zero,sin-zero-4Hz-synth6.wav,0,synth,3,0.355896669610047,6661.9560427751
