respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,11,1,1067.avi,zero,sin-zero-4Hz-ep7.wav,0,ep,3,2.22330640158543,16925.0123772336
1,11,2,1106.avi,zero,sin-zero-4Hz-synth11.wav,0,synth,3,1.68962370517329,16931.7698598875
1,11,3,1156.avi,zero,sin-zero-4Hz-yann10.wav,0,yann,4,3.4978203547289,16939.5935203814
1,11,4,1100.avi,zero,sin-zero-4Hz-synth4.wav,0,synth,1,1.4827172438163,16949.2964743208
1,11,5,1088.avi,oneeighty,sin-oneeighty-4Hz-ep17.wav,180,ep,2,1.70145848018001,16956.6937233884
1,11,6,1048.avi,oneeighty,sin-oneeighty-4Hz-dar19.wav,180,dar,2,0.346403155133885,16963.2245908543
1,11,7,1144.avi,oneeighty,sin-oneeighty-4Hz-synth13.wav,180,synth,2,1.97228751816874,16968.4226492327
1,11,8,1069.avi,zero,sin-zero-4Hz-ep12.wav,0,ep,1,1.50014293497952,16975.5666594721
1,11,9,1080.avi,oneeighty,sin-oneeighty-4Hz-ep13.wav,180,ep,2,0.000102937337942421,16982.9237723364
1,11,10,1020.avi,zero,sin-zero-4Hz-dar6.wav,0,dar,1,0.278179850542074,16988.3484452991
1,11,11,1180.avi,oneeighty,sin-oneeighty-4Hz-yann16.wav,180,yann,2,2.33091274627077,16993.7996235693
1,11,12,1127.avi,oneeighty,sin-oneeighty-4Hz-synth23.wav,180,synth,2,1.47010877850335,17002.4763378458
1,11,13,1167.avi,zero,sin-zero-4Hz-yann5.wav,0,yann,3,1.26715166956274,17008.847242502
1,11,14,1025.avi,oneeighty,sin-oneeighty-4Hz-dar13.wav,180,dar,3,0.899171218599804,17016.4710011033
1,11,15,1004.avi,zero,sin-zero-4Hz-dar10.wav,0,dar,4,3.70436729007633,17023.4817219817
1,11,16,1177.avi,oneeighty,sin-oneeighty-4Hz-yann21.wav,180,yann,2,0.360901320524135,17032.3450290473
