respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,6,1,1005.avi,zero,sin-zero-4Hz-choir5.wav,0,choir,3,0.843846740172921,7977.90394831971
1,6,2,1132.avi,oneeighty,sin-oneeighty-4Hz-ep24.wav,180,ep,4,0.608820967949214,7984.15492917355
1,6,3,1150.avi,zero,sin-zero-4Hz-guitar9.wav,0,guitar,1,1.41085436995763,7989.67293742972
1,6,4,1187.avi,oneeighty,sin-oneeighty-4Hz-guitar16.wav,180,guitar,2,1.13609484781955,7996.80359980982
1,6,5,1157.avi,zero,sin-zero-4Hz-guitar3.wav,0,guitar,2,0.549100953156994,8003.37444542552
1,6,6,1030.avi,oneeighty,sin-oneeighty-4Hz-choir17.wav,180,choir,1,1.22585795467421,8009.10564513573
1,6,7,1091.avi,oneeighty,sin-oneeighty-4Hz-dar14.wav,180,dar,3,0.972623031236253,8016.18297871056
1,6,8,1191.avi,oneeighty,sin-oneeighty-4Hz-guitar17.wav,180,guitar,3,2.94809451576111,8022.32732368856
1,6,9,1072.avi,zero,sin-zero-4Hz-dar8.wav,0,dar,4,1.04670515519865,8029.84457575826
1,6,10,1115.avi,zero,sin-zero-4Hz-ep10.wav,0,ep,3,0.31081165523301,8037.26845223271
1,6,11,1026.avi,oneeighty,sin-oneeighty-4Hz-choir14.wav,180,choir,3,2.25713328352504,8043.58606956614
1,6,12,1084.avi,oneeighty,sin-oneeighty-4Hz-dar15.wav,180,dar,3,0.838418800515683,8050.7967240976
1,6,13,1051.avi,zero,sin-zero-4Hz-dar5.wav,0,dar,4,0.259363807194859,8056.96772759175
1,6,14,1006.avi,zero,sin-zero-4Hz-choir6.wav,0,choir,1,0.293591734775873,8063.12540922366
1,6,15,1136.avi,oneeighty,sin-oneeighty-4Hz-ep23.wav,180,ep,2,0.647996558673185,8069.80296648479
1,6,16,1109.avi,zero,sin-zero-4Hz-ep3.wav,0,ep,1,0.396596708098514,8075.13426460489
