respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,2,1,1111.avi,zero,sin-zero-4Hz-guitar4.wav,0,guitar,2,0.382441078584634,6851.31174473801
1,2,2,1028.avi,oneeighty,sin-oneeighty-4Hz-acoustic20.wav,180,acoustic,1,0.659479121857657,6857.88266068962
1,2,3,1014.avi,zero,sin-zero-4Hz-acoustic12.wav,0,acoustic,4,0.560526764623319,6864.45355158595
1,2,4,1016.avi,zero,sin-zero-4Hz-acoustic3.wav,0,acoustic,1,0.549241624970819,6869.94477937015
1,2,5,1077.avi,oneeighty,sin-oneeighty-4Hz-choir16.wav,180,choir,2,2.55176405774819,6876.86219324262
1,2,6,1170.avi,oneeighty,sin-oneeighty-4Hz-orch13.wav,180,orch,4,0.792234674394422,6885.80561359023
1,2,7,1151.avi,zero,sin-zero-4Hz-orch9.wav,0,orch,3,0.773451666705114,6892.45641090659
1,2,8,1039.avi,oneeighty,sin-oneeighty-4Hz-acoustic18.wav,180,acoustic,2,0.586669383505068,6899.42711796358
1,2,9,1179.avi,oneeighty,sin-oneeighty-4Hz-orch14.wav,180,orch,2,0.812861509203685,6905.46482314142
1,2,10,1079.avi,oneeighty,sin-oneeighty-4Hz-choir18.wav,180,choir,1,0.785517444362085,6910.99613816629
1,2,11,1113.avi,zero,sin-zero-4Hz-guitar2.wav,0,guitar,2,0.486358909340197,6916.88726995555
1,2,12,1070.avi,zero,sin-zero-4Hz-choir9.wav,0,choir,5,0.672418211867807,6922.00540046941
1,2,13,1143.avi,oneeighty,sin-oneeighty-4Hz-guitar13.wav,180,guitar,4,0.341524598699834,6929.13599160799
1,2,14,1125.avi,oneeighty,sin-oneeighty-4Hz-guitar21.wav,180,guitar,3,0.535733508418161,6935.25367052307
1,2,15,1152.avi,zero,sin-zero-4Hz-orch5.wav,0,orch,3,0.30048495551182,6940.78493392802
1,2,16,1057.avi,zero,sin-zero-4Hz-choir12.wav,0,choir,2,0.798351181447288,6946.0629699563
