Stim_0,Stim_90,Stim_180,Stim_270,Cont_0,Cont_90,Cont_180,Cont_270
0.588235294117647,0.458333333333333,0.411764705882353,0.315789473684211,0.606060606060606,0.545454545454545,0.333333333333333,0.172413793103448
0.421052631578947,0.4,0.457142857142857,0.409090909090909,0,0,0,0
0.631578947368421,0.565217391304348,0.625,0.666666666666667,0.523809523809524,0.521739130434783,0.304347826086957,0.586206896551724
0.375,0.368421052631579,0.4,0.392857142857143,0.75,0.611111111111111,0.484848484848485,0.413793103448276
0.529411764705882,0.608695652173913,0.4375,0.5,0.483870967741936,0.3,0.391304347826087,0.454545454545455
0.571428571428571,0.529411764705882,0.423076923076923,0.375,0.3125,0.464285714285714,0.375,0.45
0.380952380952381,0.307692307692308,0.423076923076923,0.347826086956522,0.310344827586207,0.5,0.346153846153846,0.529411764705882
