Response,Target,Correct,ReactionTime,PhaseDifference,PhaseBin
1,1,1,4.46238734557483,23.4142210827697,1
4,3,0,4.54323318768002,-17.0450548297423,1
1,1,1,4.98306202691219,-162.394297836548,3
3,3,1,4.78324586625604,-169.464845907421,3
1,1,1,3.29036322609409,-15.0641755603543,1
2,2,1,6.7024148158207,-125.778882414956,4
3,3,1,3.57032277540111,117.718077611867,2
3,3,1,4.68991011795606,-73.6517160531007,4
2,2,1,4.60999222682585,145.105434142037,3
4,4,1,3.43714279245614,-33.1025037912,1
4,3,0,3.59691820054741,20.0500396452379,1
4,4,1,5.72936463733913,-93.5298960515897,4
3,3,1,3.57028292844916,118.284896793304,2
3,3,1,3.34366908918037,-62.7683712676865,4
1,1,1,3.63682552619866,-6.54962232905154,1
1,4,0,5.66272061098698,92.6819506518011,2
1,1,1,4.1433536341483,166.034764281628,3
4,2,0,4.54318126589533,119.813993458356,2
2,4,0,4.96970544952455,43.8916495711361,1
4,2,0,4.06327877017793,105.9621218433,2
1,1,1,6.18258446723667,62.8548056876984,2
1,2,0,4.02349219286589,30.9871237005907,1
2,1,0,6.04928615092103,-45.2308842263088,4
2,2,1,3.54364584512587,-124.283580475822,4
4,4,1,3.38373610450799,-115.292507206874,4
3,4,0,3.57025847691148,-82.0383682772554,4
1,1,1,3.50353385104245,-165.701661048099,3
1,2,0,3.66358275411767,178.553384448255,3
1,1,1,3.3969139743549,-119.150117437728,4
4,2,0,4.3966827412878,71.0736560314662,2
2,4,0,3.66352781362548,-145.09278043741,3
3,3,1,4.15681948878046,-146.41851273719,3
3,3,1,3.91681616820097,119.691564513749,2
4,2,0,3.97014074728213,-73.1758219883826,4
1,1,1,3.29037016912298,166.229901567722,3
4,4,1,3.63673737991303,-159.316099389056,3
1,1,1,3.29038828137345,116.071716644084,2
3,3,1,3.33038073460375,-77.0269656997543,4
2,2,1,4.4766501392387,-98.2493555062398,4
4,2,0,3.37041061981654,91.8693419067781,2
4,4,1,3.45035205687236,61.511530472318,2
1,3,0,3.26365067505867,14.3639084092326,1
4,2,0,3.99683518606435,139.736803282173,3
1,1,1,3.33037077286463,103.886496611507,2
4,1,0,3.29036111299865,-100.778696991314,4
4,4,1,3.2238918698622,-71.8569627698969,4
3,3,1,3.62363105345503,-77.519765675645,4
4,4,1,3.70359301772623,38.0472869986365,1
1,1,1,4.9830550838833,-90.0333434922508,4
3,3,1,3.3304160534899,103.009387641885,2
3,3,1,3.98356675496507,-160.397505009862,3
2,3,0,3.8502696461328,-113.947838001565,4
2,2,1,3.53038405518237,-34.6811450799407,1
2,4,0,3.94347558996924,118.078427100013,2
2,2,1,4.51656410604846,145.530860784542,3
2,3,0,4.14345204404162,-119.531974538464,4
1,1,1,3.41043899567558,-31.5811844881795,1
1,4,0,3.46374093444138,-179.772465430518,3
2,4,0,4.96981563238114,-150.652238164919,3
4,4,1,4.78319394447135,-48.5483818347656,4
1,1,1,3.23713011388099,-142.043467296748,3
3,3,1,3.31719229927512,-107.142732205528,4
4,3,0,3.41049303055661,152.11531394629,3
4,4,1,4.01017576429877,-14.8106101411942,1
2,2,1,3.9435767167015,-48.1458177165299,4
3,3,1,4.39673073875383,-114.26046825472,4
2,2,1,6.64945972665737,-135.489096536734,3
4,4,1,3.31706521164961,-23.3136748146489,1
1,1,1,5.96946757529804,-164.039473218689,3
1,3,0,5.31638177605601,57.5767235752841,2
4,2,0,3.66371467167846,110.964145613825,2
1,2,0,3.35702838340694,-83.027152594534,4
2,3,0,3.45043446761156,157.274209873066,3
2,2,1,3.90355769883899,125.631071824328,2
3,3,1,3.69021802621683,-35.233368458444,1
2,2,1,4.53001939520254,167.930537051989,3
1,3,0,3.62372312406114,-75.556599214342,4
3,4,0,3.58363860022473,-73.7100094696691,4
2,2,1,3.30382877885677,122.199866539493,2
2,1,0,4.42336450149742,153.919440922786,3
1,3,0,4.08993456949429,142.268054108982,3
1,1,1,4.79652969277049,117.708996646982,2
4,2,0,3.87681043265547,19.8821585092368,1
4,4,1,3.25041031794535,-104.987786472608,4
2,2,1,3.29041001607402,-104.868909302428,4
3,4,0,5.07643279222975,-9.99298359030647,1
3,3,1,3.03698008407082,163.176957328318,3
3,1,0,4.03683458232445,112.636382656929,2
2,3,0,4.15673375746155,-88.5846525066878,4
2,2,1,4.80983978204858,-117.540825238947,4
4,1,0,3.99680439523945,120.44933861311,2
3,3,1,3.58353747349247,-0.467728763848012,1
1,1,1,3.34371165296943,130.463049762241,2
4,4,1,3.30372282219105,-32.1765576714665,1
4,4,1,4.62332284332115,77.4519170726837,2
1,1,1,3.03623325560147,-102.202922663472,4
