Response,Target,Correct,ReactionTime,PhaseDifference,PhaseBin
3,3,1,7.18064072086781,-125.351121194852,4
4,2,0,3.4762564996563,-142.737319881753,3
1,2,0,4.94300467145149,151.354540080994,3
3,1,0,6.14266838733056,-88.9101850330496,4
4,4,1,3.50376055604647,57.9594762473427,2
1,3,0,5.34300286022699,-44.6935107371884,1
2,1,0,4.943035160406,129.596250665821,2
2,1,0,3.46341914012191,152.983197087987,3
1,1,1,4.35666281781414,-123.772742761651,4
1,1,1,3.27693963337879,-61.6509782117291,4
1,1,1,3.29039643188662,124.53365315476,2
3,4,0,4.39671896579057,26.2647639480604,1
3,1,0,4.6366172353155,175.014970860629,3
4,1,0,3.37027115548699,-98.6537783918595,4
2,3,0,3.38365580686332,31.1425545387578,1
1,1,1,3.03691397435614,-93.6535769530537,4
4,4,1,3.51697676349249,-49.5770424514096,4
4,3,0,5.02303817911525,-137.18247499735,3
1,3,0,6.51589002845139,-77.8613404220355,4
2,1,0,3.596922426741,-73.4855599923248,4
1,1,1,4.51651610858426,-70.5828929237842,4
1,2,0,4.55652214599832,-133.829946035255,4
3,3,1,4.84975888066219,-114.876146203602,4
1,2,0,3.81019568777629,-165.424443223709,3
3,2,0,3.37032458662543,-123.569785712113,4
3,3,1,3.57032428475395,-16.9051322076567,1
2,2,1,4.76974016467102,-123.250405146688,4
1,1,1,3.46368237149727,-25.4393469935881,1
1,2,0,3.25038194208537,162.186968905685,3
2,2,1,3.37035718867628,-102.668593130597,4
1,4,0,3.34366124053849,-148.437401107234,3
4,4,1,3.5569402371184,-10.5453011679223,1
4,2,0,6.60903922056787,-20.9718324490144,1
4,3,0,3.66349490970242,1.84474337935966,1
3,4,0,3.41027326858239,72.7684121766283,2
3,3,1,3.89009727787925,-140.382516547542,3
3,2,0,3.25039703562834,-139.999262641688,3
3,3,1,3.19699547948403,136.452040156479,3
1,1,1,3.30389851102336,159.2365234773,3
4,4,1,4.25005833654177,-88.3511442476295,4
2,2,1,3.85017304746179,60.5490159820896,2
1,1,1,3.03694838763113,-74.8514740613734,4
1,1,1,3.03688318352943,69.4208326278957,2
3,3,1,3.03682371497416,80.8946902625084,2
4,1,0,3.03601168240129,128.417505248443,2
2,2,1,3.03594044088277,122.641878808085,2
3,3,1,3.03640985004495,-151.897212025719,3
3,4,0,3.03600262627697,-100.014001843807,4
1,1,1,3.58372131283613,-112.090336452555,4
2,2,1,4.02353415291145,-7.49874356707199,1
3,1,0,3.3704251096151,-148.493201156313,3
4,1,0,3.596942652086,-104.892270233737,4
2,3,0,3.22383904246635,-168.051516679484,3
2,1,0,3.09049484178286,93.8935086862383,2
2,2,1,3.47710053053743,-110.723719891227,4
4,1,0,3.03611039416683,173.420609767587,3
2,1,0,3.03678326428053,56.8493877684992,2
2,3,0,4.09007886375912,22.7109889079315,1
4,2,0,3.0361635234367,109.040212711578,2
1,2,0,3.34378289448796,15.6568414070832,1
3,4,0,3.06397186563663,-162.873521481456,3
1,1,1,3.30375995230497,103.359002047164,2
3,3,1,3.03701178051051,-50.361139649021,4
3,4,0,4.94325643173579,90.7079885682598,2
2,4,0,4.87654659753753,-17.0953132700707,1
4,4,1,3.38380704415613,-119.085748529996,4
1,1,1,3.61035416996856,157.318100504394,3
4,4,1,3.74346291139409,-55.6996938796406,4
4,4,1,3.46380462918933,126.448827761743,2
2,2,1,5.95609047069229,50.6405705157954,2
3,3,1,3.31713343446063,-177.55185689477,3
4,4,1,3.03621816206032,130.941665746081,2
4,4,1,5.15639053031191,-141.085289235846,3
3,3,1,3.71717660199101,96.4199738717104,2
1,2,0,3.03665406355867,142.659055610265,3
4,3,0,3.03659036881072,-5.32943123452109,1
1,2,0,3.03484917778042,-121.727214440393,4
4,3,0,4.31671594708132,92.4838062464895,2
3,2,0,3.34382394892418,148.880266659357,3
2,2,1,3.03645935686473,-15.1156620383237,1
3,3,1,3.97016670817538,-4.35001836297694,1
2,2,1,3.03659187816447,-6.68441303232432,1
2,4,0,4.6233282769972,-76.550777414833,4
2,3,0,4.90324646999761,62.1528251221625,2
4,2,0,3.1970483068817,-119.99399446645,4
2,1,0,4.50329084501209,-82.8062998188897,4
2,2,1,3.03622933128099,-122.988630751643,4
2,4,0,3.03647595976145,54.5320962985336,2
4,4,1,3.03664530930291,9.78450136137604,1
4,4,1,3.03639445463159,18.6232908589593,1
4,1,0,3.35694174647324,-149.588622970852,3
3,2,0,3.29031039869551,129.463413297576,2
1,1,1,3.03598994770073,-37.1307675895086,1
2,2,1,3.03634706090998,101.050478591966,2
3,1,0,3.71697948033034,-40.105469911707,1
3,3,1,3.75692182299827,-35.3181659487777,1
