Response,Target,Correct,ReactionTime,PhaseDifference,PhaseBin
2,4,0,5.51498611690477,16.9319615432293,1
3,4,0,5.58206049143337,-82.2933897194502,4
4,1,0,3.03611139790155,-132.503656536508,4
4,4,1,4.83659747149795,24.8090269017046,1
1,3,0,7.23570169764571,-8.45031971139619,1
2,4,0,4.90319368150085,85.2470406774601,2
3,3,1,5.90269257454202,32.3292792144711,1
3,4,0,5.50293479626998,-119.015229230039,4
2,4,0,6.00931908003986,-128.751800093625,4
1,2,0,4.26348958816379,-177.63226092871,3
3,1,0,4.14344247197732,-32.1031236714881,1
1,1,1,3.03695150674321,-127.016904175869,4
1,4,0,5.35625565610826,78.7804754763863,2
3,2,0,3.67689528618939,-124.128623284482,4
1,4,0,3.46358552295715,-64.692410048278,4
4,1,0,6.18255960615352,59.2622996026884,2
1,2,0,11.2208327071276,143.920976413249,3
3,4,0,6.0627078008838,-112.514845805391,4
4,2,0,7.54222037480213,59.0077309984409,2
4,3,0,3.03632844355889,125.648300164293,2
2,2,1,6.3826159958262,82.3111827611488,2
3,3,1,6.80911447154358,0.611991248082932,1
4,2,0,3.50369551288895,-131.692209867879,4
1,1,1,3.49013181542978,23.6794645686425,1
3,2,0,3.43698700680397,54.0695260787412,2
3,4,0,4.6763588602189,167.9167499515,3
2,2,1,3.14387595956214,3.89933923432334,1
1,1,1,3.03619079012424,34.5379608007304,1
4,2,0,3.30379851139151,-123.69628314936,4
1,1,1,6.8756741550751,-28.5614222887078,1
4,2,0,3.03645402216353,-133.779642590694,4
1,1,1,4.60990000213496,150.285784194966,3
2,2,1,4.79640416521579,-101.622957366712,4
2,3,0,4.94307515444234,-159.085802544891,3
4,4,1,4.70312914112583,-117.218854622376,4
1,1,1,4.809889677912,111.835954920537,2
3,3,1,3.61029635951854,-7.55515167478918,1
4,4,1,3.9301230488345,114.952094701874,2
3,2,0,6.16922351974063,-94.8922094304792,4
1,1,1,6.30271207541227,28.80054184091,1
4,1,0,4.6365024424158,-110.465135364453,4
3,2,0,10.4743922266643,50.6752849524908,2
4,4,1,3.97021553013474,157.57517111538,3
2,2,1,3.03619380877353,35.2648911395734,1
2,2,1,4.14341862406582,92.9924325334496,2
1,1,1,4.50376947131008,130.532580163738,2
3,1,0,3.7701413303148,-95.4347019656051,4
4,3,0,3.03670004755259,-111.18136071278,4
1,2,0,6.82242218218744,-4.53518987792167,1
1,1,1,3.71696724044159,-71.8185356397658,4
1,1,1,5.50298551074229,-168.452671503835,3
2,1,0,3.03598280064762,-9.70660940273324,1
2,2,1,3.42382932640612,13.4578781413524,1
3,3,1,3.03605917422101,68.0348250264851,2
1,2,0,9.27485233941115,-5.33201886188199,1
1,1,1,3.51704699499533,121.759494681868,2
2,2,1,3.34382005315274,35.1949845507758,1
1,1,1,3.93022085516714,-23.7695120725412,1
2,3,0,4.31689521367662,-106.902728012354,4
1,1,1,3.51713061332703,137.991542566204,3
4,1,0,3.03586356132291,-60.6196521618899,4
1,1,1,3.03547927876934,-17.5854711573432,1
1,1,1,4.88973412965424,104.913364478668,2
3,3,1,3.03655213071033,21.7301981884436,1
4,4,1,6.75595607887954,19.9082215237954,1
1,1,1,3.03685792651959,113.619345168026,2
4,4,1,3.5573329757899,-29.0789562956971,1
4,2,0,6.83576732478105,60.3272658967612,2
3,2,0,5.08979716035537,-23.1164918907216,1
1,2,0,3.37059395667166,-20.1602922695055,1
3,4,0,4.82320252014324,-130.672514875191,4
2,3,0,4.69014292419888,-145.218327043316,3
3,3,1,4.81000499310903,107.111877134444,2
4,2,0,3.65039457636885,-81.6856635023592,4
3,4,0,3.15719483955763,-25.1801506413538,1
1,1,1,3.03634383925237,22.4273754383995,1
1,2,0,3.38381503010169,29.4873808450091,1
1,3,0,4.76988504105248,-6.43753268092889,1
1,2,0,3.03678034548648,31.3447669155478,1
3,3,1,3.03631636872888,-13.2131217874641,1
4,2,0,3.22377565386705,80.5040334508303,2
1,3,0,3.34368994645774,-78.9866327146504,4
4,1,0,3.33039853698574,-156.882940016233,3
2,4,0,3.63705456559546,-86.2401768819395,4
4,4,1,3.43702413723804,109.954055029405,2
1,2,0,3.34374760393985,-92.9876823841571,4
3,3,1,3.03678094921634,-104.40287319905,4
1,3,0,3.47707496024668,177.909047299233,3
3,4,0,5.82289672433399,-64.1778027925089,4
3,1,0,3.03658382711001,-177.59020577101,3
2,3,0,3.74358900054358,42.8404439232646,1
3,3,1,3.37038325029425,-10.6180496611688,1
3,4,0,6.92914407909848,-83.6557270159834,4
4,4,1,4.53002023138106,93.3012952684142,2
3,4,0,4.74332335358486,133.722255620163,2
3,1,0,3.03628889843822,-132.547239326816,4
