Response,Target,Correct,ReactionTime,PhaseDifference,PhaseBin
4,4,1,6.51446429245334,20.4508058153846,1
1,1,1,7.47486879938515,-133.496502623602,4
1,4,0,4.70321356607565,-88.999658003184,4
4,4,1,6.46277706083492,43.6151047294528,1
1,1,1,7.8355797052227,-172.031802616553,3
1,4,0,7.72887017289759,-107.098132223987,4
3,4,0,4.39671051340702,-88.2690712516681,4
3,3,1,4.68996898276964,-33.4494495373714,1
1,2,0,4.37010210781409,-53.7440963124766,4
2,2,1,4.62337718007257,128.068672550832,2
1,1,1,8.15525308096949,-75.1073473185114,4
2,1,0,4.42333823873378,-31.8133640953119,1
4,4,1,3.95684786464153,-95.0346928637083,4
4,2,0,7.60880044073019,-89.1696628054199,4
3,4,0,7.48879500705698,-102.007310965224,4
4,2,0,7.38219505384586,134.488111406163,2
2,2,1,8.24831593802628,46.4540960403046,2
2,3,0,6.06268287713101,-87.3126036645778,4
3,3,1,5.75605635928514,131.712558042143,2
3,3,1,3.8101944802911,-164.533199439227,3
2,2,1,4.91650463749102,-66.4857547421931,4
1,1,1,4.78303757537287,161.11377177627,3
4,4,1,3.69030104070043,59.0331433882698,2
1,4,0,6.18269012203018,158.479838433517,3
3,3,1,3.79687201430897,-30.3224764333146,1
2,1,0,4.26344510101444,-54.4512876337019,4
3,3,1,4.67650825994133,162.826760392336,3
2,2,1,4.70318820892317,-168.25774304218,3
3,2,0,7.43552959466251,89.8832670662943,2
3,3,1,5.36956538145023,-64.1045052155689,4
4,3,0,8.88837751967912,1.97689848540377,1
1,2,0,6.04941776660962,13.6110204871899,1
2,1,0,6.44892843397065,-9.82785236664845,1
2,4,0,6.30265933120609,-145.02843971649,3
1,2,0,8.96835367188032,145.933575746281,3
1,4,0,7.0090983872542,85.6271762823424,2
1,2,0,5.38309976076744,140.168147942229,3
1,1,1,4.87647837472832,52.4768547810135,2
2,2,1,6.54259141026523,138.970512144528,3
2,2,1,6.8891373285951,36.8812281939429,1
3,3,1,5.79622389760516,-145.8892688853,3
3,3,1,4.87655957798415,17.191019930026,1
1,1,1,4.35679443350091,-107.945259416472,4
3,1,0,7.14234025372207,-86.5230091163158,4
3,1,0,4.66324979057572,105.36390511325,2
3,2,0,5.71617046646679,-161.175563511457,3
4,2,0,7.27569743485219,-48.4778298526949,4
1,1,1,6.32931060245755,-127.805078556178,4
3,1,0,7.23572309387419,-162.684901907481,3
2,4,0,6.9956889824698,10.5096320736985,1
4,2,0,7.00916510071147,163.01714047288,3
4,2,0,5.35627612126154,-143.29008218922,3
2,2,1,6.40937822152773,-131.911987039156,4
2,2,1,5.54302459492646,8.16762973434259,1
2,4,0,4.09020263080311,-35.2033754919474,1
3,3,1,4.34345808146099,63.1156513376284,2
1,4,0,5.70290263910647,-26.0491944000194,1
4,1,0,9.00834672885321,57.3342711998365,2
4,3,0,7.68869629529036,-156.866050625263,3
2,4,0,4.69006860014997,63.6258394645798,2
1,1,1,5.70295274966702,-8.50937171075381,1
1,1,1,3.98358486721554,33.389172726987,1
1,4,0,4.67661753718676,-158.02521867043,3
4,4,1,6.30265963307465,100.111175030027,2
2,2,1,4.83657376591509,170.056190196266,3
2,2,1,3.95692453983611,-150.91002706464,3
4,4,1,5.00978936961837,53.4406733347089,2
2,3,0,6.90257541111168,-57.0673950554332,4
3,3,1,5.12985276249492,-0.985927932594423,1
2,2,1,6.59592957353198,44.0114629090078,1
4,3,0,5.52962454813678,-134.655141511068,4
4,4,1,6.58253797912585,-131.409853499276,4
4,1,0,6.60932448851781,-115.699664228931,4
1,2,0,3.79683850664333,-154.449637078634,3
3,3,1,4.9432286596184,162.471134189542,3
2,2,1,4.38332465454732,-86.2356348722952,4
3,3,1,3.99684243096635,92.4472839352989,2
2,3,0,5.52964658470773,52.2461513577184,2
4,4,1,3.89024338336822,-103.437847441738,4
4,4,1,5.23647626163074,1.79512782627135,1
3,2,0,6.52939029636218,-135.290756150559,3
2,4,0,4.79658040707182,-76.1112743087305,4
3,3,1,5.44968733727183,-71.9223911401061,4
4,3,0,4.76998981185898,-120.480825667347,4
1,4,0,9.00824862082663,-77.1528128634929,4
3,1,0,4.66337295388257,-10.8165501590408,1
2,3,0,4.68996717154732,167.849877838472,3
3,2,0,7.07587372742637,-109.940971726482,4
1,3,0,3.50385383413777,118.852804526367,2
1,3,0,4.05019961209655,147.799558448153,3
4,3,0,5.66288422498292,-116.765145297989,4
2,4,0,6.39596096809873,171.046171590915,3
1,3,0,5.22311847675883,-126.8902341023,4
2,4,0,6.62254552589729,-46.1695868353621,4
4,4,1,8.4751978386048,-161.204059303437,3
2,4,0,4.79653814515405,24.7092126210714,1
4,4,1,4.90235291809222,-77.448361327253,4
1,2,0,4.64991192971229,-117.86268410009,4
1,1,1,5.82279745041342,61.0655236755509,2
1,2,0,6.27596805622034,-134.600116910078,4
1,2,0,6.16928875130361,166.488646111415,3
1,1,1,6.56913027006703,94.6227217766835,2
2,3,0,6.20931748923431,93.3238056572293,2
2,2,1,5.8894800155158,-75.2769180939539,4
3,3,1,4.98300145349913,175.634632852788,3
4,4,1,4.6498271045175,-23.2013023766649,1
4,4,1,4.86321982554909,92.1384202312217,2
3,4,0,4.35663289255353,-48.8865623428701,4
2,2,1,5.07640848312349,-149.551079111005,3
4,4,1,8.10184940056388,-93.0265149761669,4
2,2,1,4.64983887740982,49.418443680373,2
3,3,1,4.87630041401371,-59.8858664147977,4
3,3,1,3.41024935890619,64.9297401568993,2
4,2,0,5.22291729241533,85.4982345969115,2
1,1,1,4.95620635162595,147.530575405454,3
3,3,1,5.56947711757311,94.1298648764613,2
4,2,0,4.8497990306987,-150.28644774802,3
2,2,1,5.88945496038741,169.485516284477,3
4,3,0,5.9961182662455,-33.6651265359264,1
1,1,1,6.5557620004256,-0.421183588863385,1
1,1,1,5.22294506436629,-163.006714018271,3
2,4,0,5.12962648236498,32.9895904629512,1
1,1,1,6.32923707132704,-38.9227313817787,1
2,2,1,6.71569854755762,138.350254520611,3
1,1,1,4.8098584385225,171.852944547442,3
3,2,0,6.46249775484921,133.105705217203,2
3,3,1,6.60918134630538,3.61949902574184,1
4,4,1,5.14304184357388,133.377688345135,2
3,1,0,7.02229725344478,-65.0248138941794,4
3,3,1,7.07600065807492,132.110625154937,2
2,4,0,6.26255329874948,25.7002456482563,1
4,3,0,6.20919976031655,102.421950254684,2
2,2,1,6.35589029475977,30.5360534369066,1
3,2,0,4.56994773137831,102.407856276192,2
2,3,0,4.82319953995193,43.5191328195179,1
3,2,0,4.92986133646446,-156.491023150036,3
1,3,0,11.2473481561083,-89.8702719724146,4
3,1,0,5.83607908364684,-66.7395437485866,4
4,4,1,3.6236484191877,127.500465697214,2
1,4,0,6.12939525069487,74.3748399060773,2
3,3,1,4.33013301858409,48.5587894842341,2
2,2,1,5.16977898659479,133.87336302304,2
4,1,0,4.3967295510156,-94.9421590469904,4
4,2,0,7.90191400053391,164.371766892354,3
3,1,0,4.78328641785629,172.040577547927,3
4,2,0,9.40818065049734,37.0651505193201,1
3,1,0,5.87613408418292,-36.5079285783541,1
2,4,0,6.20929575466562,21.4728408112521,1
2,3,0,5.08977645089544,130.765967733695,2
2,3,0,8.31520861413446,69.2726544870213,2
3,1,0,9.12814913537113,-151.164150067131,3
4,1,0,4.88933481651657,106.962662338622,2
4,1,0,5.9828299918945,-133.633664642428,4
3,3,1,6.87580414134118,135.786865701666,3
4,2,0,4.87651926905437,-141.953425904699,3
3,2,0,6.39595314389044,16.8130550012879,1
4,4,1,8.91500273946076,-116.956700681697,4
1,1,1,7.66225444841712,-147.324023603309,3
1,1,1,3.62358381921604,100.758580898325,2
4,3,0,8.23529603540283,169.962416570651,3
1,3,0,9.74129522941257,-146.071519772151,3
3,4,0,8.50178117816449,-23.5484088322692,1
4,3,0,4.76985566132771,-62.0136764628796,4
3,1,0,8.90168246699432,-148.324191794942,3
1,2,0,8.27522545842567,37.2947816443966,1
1,4,0,8.52851801931683,80.9161083075919,2
3,3,1,5.18311767307296,-74.7747789466229,4
4,4,1,4.07663096059241,-135.099898208563,3
3,1,0,6.24935498136711,-84.5819478690219,4
1,2,0,5.12982360283695,55.5327332768936,2
2,1,0,4.67658266154922,166.496980272857,3
1,4,0,5.80951853400347,-49.6147823893852,4
1,3,0,5.50300072901337,-162.935951005932,3
1,4,0,5.58283995357306,63.2869524894258,2
1,3,0,4.9432392659146,103.453223235492,2
1,4,0,4.7699112052278,165.736087789627,3
1,3,0,5.74282781843704,98.534115824082,2
1,1,1,4.76990033794209,97.2074219634052,2
2,2,1,4.96999693602902,-92.7563824792599,4
2,4,0,6.83584724823686,24.0180488192201,1
1,2,0,5.32971825054847,178.454767629884,3
3,2,0,4.67662220639068,-162.924638275086,3
2,1,0,5.6228705027188,143.933029612703,3
4,4,1,5.11636054632254,174.598726063152,3
4,4,1,5.66276762575399,-90.2266217611551,4
1,1,1,3.75689944290025,-143.652863925437,3
3,1,0,6.00941831348791,-138.961682720402,3
3,4,0,5.50296148604139,153.468870204931,3
4,3,0,4.59662299125011,-137.247634406942,3
1,1,1,8.80836690368415,-115.494979560322,4
3,1,0,6.07603899543938,57.4633169305579,2
4,2,0,6.94237229808459,149.492587565709,3
